gene,synonyms,bnumber,strand,start,end
thrL,b0001;ECK0001;JW4367,b0001,True,189,255
sufA,b1684;ECK1680;JW1674,b1684,True,1445600,1445969
rydB,b4430;ECK1681;JWR0236,b4430,True,1446295,1446363
ydiH,b1685;ECK1682;JW1675,b1685,True,1446516,1446786
ydiI,b1686;ECK1683;JW1676,b1686,True,1446804,1447215
ydiJ,b1687;ECK1684;JW1677,b1687,True,1447211,1450268
ydiK,b1688;ECK1685;JW1678,b1688,True,1450656,1451769
rprA,b4431;ECK1686;JWR0203,b4431,True,1451954,1452059
ydiL,b1689;ECK1687;JW1679,b1689,True,1452197,1452554
ydiM,b1690;ECK1688;JW1680,b1690,True,1452653,1453868
ydiN,b1691;ECK1689;JW5274,b1691,True,1454094,1455360
ydiB,b1692;ECK1690;JW1682,b1692,True,1455371,1456238
aroD,b1693;ECK1691;JW1683,b1693,True,1456268,1457027
ydiF,b1694;ECK1692;JW1684,b1694,True,1457169,1458765
ydiO,b1695;ECK1693;JW5275,b1695,True,1458778,1459930
ydiP,b1696;ECK1694;JW1686,b1696,True,1459972,1460884
ydiQ,b1697;ECK1695;JW5276,b1697,True,1461199,1461964
ydiR,b1698;ECK1696;JW1688,b1698,True,1461983,1462922
ydiS,b1699;ECK1697;JW1689,b1699,True,1462977,1464267
ydiT,b1700;ECK1698;JW1690,b1700,True,1464263,1464557
ydiD,b1701;ECK1699;JW5910,b1701,True,1464559,1466260
pps,b1702;ECK1700;JW1692,b1702,True,1466316,1468695
ydiA,b1703;ECK1701;JW1693,b1703,True,1469027,1469861
aroH,b1704;ECK1702;JW1694,b1704,True,1470017,1471064
ydiE,b1705;ECK1703;JW1695,b1705,True,1471195,1471387
ydiU,b1706;ECK1704;JW1696,b1706,True,1471390,1472827
ydiV,b1707;ECK1705;JW1697,b1707,True,1472889,1473603
nlpC,b1708;ECK1706;JW1698,b1708,True,1473849,1474314
btuD,b1709;ECK1707;JW1699,b1709,True,1474391,1475141
btuE,b1710;ECK1708;JW1700,b1710,True,1475140,1475692
btuC,b1711;ECK1709;JW1701,b1711,True,1475754,1476735
ihfA,b1712;ECK1710;JW1702,b1712,True,1476835,1477135
pheT,b1713;ECK1711;JW1703,b1713,True,1477139,1479527
pheS,b1714;ECK1712;JW5277,b1714,True,1479541,1480525
pheM,b1715;ECK1713;JW1705,b1715,True,1480808,1480853
rplT,b1716;ECK1714;JW1706,b1716,True,1480975,1481332
rpmI,b1717;ECK1715;JW1707,b1717,True,1481384,1481582
infC,b1718;ECK1716;JW5829,b1718,True,1481678,1482221
thrS,b1719;ECK1717;JW1709,b1719,True,1482224,1484153
arpB,b1720;ECK1718;JW5278,b1720,True,1484676,1485150
arpB,b4494;ECK1718;JW5278+JW1710,b4494,True,1484721,1486621
arpB,b1721;ECK1718;JW1710,b1721,True,1485160,1486576
yniD,b4535;ECK1719;JW5911,b4535,True,1486732,1486855
ydiY,b1722;ECK1720;JW1711,b1722,True,1486907,1487666
pfkB,b1723;ECK1721;JW5280,b1723,True,1487952,1488882
ydiZ,b1724;ECK1722;JW1713,b1724,True,1488982,1489273
yniA,b1725;ECK1723;JW1714,b1725,True,1489378,1490239
yniB,b1726;ECK1724;JW1715,b1726,True,1490279,1490816
yniC,b1727;ECK1725;JW1716,b1727,True,1490962,1491631
ydjM,b1728;ECK1726;JW5281,b1728,True,1491793,1492384
ydjN,b1729;ECK1727;JW1718,b1729,True,1492516,1493908
ydjO,b1730;ECK1728;JW1719,b1730,True,1493911,1494727
cedA,b1731;ECK1729;JW1720,b1731,True,1495003,1495267
katE,b1732;ECK1730;JW1721,b1732,True,1495449,1497711
chbG,b1733;ECK1731;JW1722,b1733,True,1497968,1498718
chbF,b1734;ECK1732;JW1723,b1734,True,1498730,1500083
chbR,b1735;ECK1733;JW1724,b1735,True,1500187,1501030
chbA,b1736;ECK1734;JW1725,b1736,True,1501037,1501388
chbC,b1737;ECK1735;JW1726,b1737,True,1501438,1502797
chbB,b1738;ECK1736;JW1727,b1738,True,1502881,1503202
osmE,b1739;ECK1737;JW1728,b1739,True,1503500,1503839
nadE,b1740;ECK1738;JW1729,b1740,True,1504040,1504868
ydjQ,b1741;ECK1739;JW1730,b1741,True,1505097,1505985
ydjR,b1742;ECK1740;JW1731,b1742,True,1505944,1506520
spy,b1743;ECK1741;JW1732,b1743,True,1506722,1507208
astE,b1744;ECK1742;JW1733,b1744,True,1507537,1508506
astB,b1745;ECK1743;JW1734,b1745,True,1508498,1509842
astD,b1746;ECK1744;JW5282,b1746,True,1509838,1511317
astA,b1747;ECK1745;JW1736,b1747,True,1511313,1512348
astC,b1748;ECK1746;JW1737,b1748,True,1512344,1513565
xthA,b1749;ECK1747;JW1738,b1749,True,1514010,1514817
ydjX,b1750;ECK1748;JW1739,b1750,True,1514983,1515694
ydjY,b1751;ECK1749;JW5283,b1751,True,1515698,1516376
ydjZ,b1752;ECK1750;JW1741,b1752,True,1516390,1517098
ynjA,b1753;ECK1751;JW1742,b1753,True,1517097,1517646
ynjB,b1754;ECK1752;JW5284,b1754,True,1517655,1518822
ynjC,b1755;ECK1753;JW5285,b1755,True,1518839,1520330
ynjD,b1756;ECK1754;JW5286,b1756,True,1520329,1520983
ynjE,b1757;ECK1755;JW5287,b1757,True,1521049,1522357
ynjF,b1758;ECK1756;JW1747,b1758,True,1522365,1522986
nudG,b1759;ECK1757;JW1748,b1759,True,1523072,1523480
ynjH,b1760;ECK1758;JW1749,b1760,True,1523445,1523718
gdhA,b1761;ECK1759;JW1750,b1761,True,1523953,1525297
ynjI,b1762;ECK1760;JW5288,b1762,True,1525413,1526454
topB,b1763;ECK1761;JW1752,b1763,True,1526581,1528543
selD,b1764;ECK1762;JW1753,b1764,True,1528547,1529591
ydjA,b1765;ECK1763;JW1754,b1765,True,1529707,1530259
sppA,b1766;ECK1764;JW1755,b1766,True,1530419,1532276
ansA,b1767;ECK1765;JW1756,b1767,True,1532442,1533459
pncA,b1768;ECK1766;JW1757,b1768,True,1533469,1534111
ydjE,b1769;ECK1767;JW1758,b1769,True,1534203,1535562
ydjF,b1770;ECK1768;JW1759,b1770,True,1535678,1536437
ydjG,b1771;ECK1769;JW1760,b1771,True,1536573,1537554
ydjH,b1772;ECK1770;JW5289,b1772,True,1537563,1538511
ydjI,b1773;ECK1771;JW1762,b1773,True,1538515,1539352
ydjJ,b1774;ECK1772;JW1763,b1774,True,1539372,1540416
ydjK,b1775;ECK1773;JW5290,b1775,True,1540432,1541812
ydjL,b1776;ECK1774;JW1765,b1776,True,1541838,1542915
yeaC,b1777;ECK1775;JW1766,b1777,True,1543284,1543557
yeaA,b1778;ECK1776;JW1767,b1778,True,1543598,1544012
gapA,b1779;ECK1777;JW1768,b1779,True,1544353,1545349
yeaD,b1780;ECK1778;JW1769,b1780,True,1545432,1546317
yeaE,b1781;ECK1779;JW1770,b1781,True,1546364,1547219
mipA,b1782;ECK1780;JW1771,b1782,True,1547308,1548055
yeaG,b1783;ECK1781;JW1772,b1783,True,1548490,1550425
yeaH,b1784;ECK1782;JW1773,b1784,True,1550537,1551821
yeaI,b1785;ECK1783;JW1774,b1785,True,1551967,1553443
yeaK,b1787;ECK1785;JW1776,b1787,True,1553719,1554223
yoaI,b1788;ECK1786;JW5885,b1788,True,1554223,1554328
yeaL,b1789;ECK1787;JW1778,b1789,True,1554497,1554944
yeaM,b1790;ECK1788;JW1779,b1790,True,1554900,1555722
yeaN,b1791;ECK1789;JW1780,b1791,True,1555818,1557000
yeaO,b1792;ECK1790;JW1781,b1792,True,1557054,1557402
yoaF,b1793;ECK1791;JW1782,b1793,True,1557423,1557678
yeaP,b1794;ECK1792;JW5292,b1794,True,1557860,1558886
yeaQ,b1795;ECK1793;JW1784,b1795,True,1559152,1559401
yoaG,b1796;ECK1794;JW1785,b1796,True,1559548,1559731
yeaR,b1797;ECK1795;JW1786,b1797,True,1559734,1560094
yeaS,b1798;ECK1796;JW1787,b1798,True,1560266,1560905
yeaT,b1799;ECK1797;JW1788,b1799,True,1561031,1561955
yeaU,b1800;ECK1798;JW1789,b1800,True,1562057,1563143
yeaV,b1801;ECK1799;JW5293,b1801,True,1563333,1564779
yeaW,b1802;ECK1800;JW5294,b1802,True,1564810,1565935
yeaX,b1803;ECK1801;JW1792,b1803,True,1565990,1566956
rnd,b1804;ECK1802;JW1793,b1804,True,1567009,1568137
fadD,b1805;ECK1803;JW1794,b1805,True,1568206,1569892
yeaY,b1806;ECK1804;JW1795,b1806,True,1570096,1570678
yeaZ,b1807;ECK1805;JW1796,b1807,True,1570717,1571413
yoaA,b1808;ECK1806;JW1797,b1808,True,1571470,1573381
yoaB,b1809;ECK1807;JW5295,b1809,True,1573512,1573857
yoaC,b1810;ECK1808;JW5296,b1810,True,1574218,1574578
yoaH,b1811;ECK1809;JW1800,b1811,True,1574697,1574877
pabB,b1812;ECK1810;JW1801,b1812,True,1574950,1576312
yeaB,b1813;ECK1811;JW1802,b1813,True,1576315,1576894
sdaA,b1814;ECK1812;JW1803,b1814,True,1577077,1578442
yoaD,b1815;ECK1813;JW1804,b1815,True,1578572,1580171
yoaE,b1816;ECK1814;JW1805,b1816,True,1580174,1581731
manX,b1817;ECK1815;JW1806,b1817,True,1582193,1583165
manY,b1818;ECK1816;JW1807,b1818,True,1583227,1584028
manZ,b1819;ECK1817;JW1808,b1819,True,1584031,1584892
yobD,b1820;ECK1818;JW1809,b1820,True,1584946,1585405
yebN,b1821;ECK1819;JW5830,b1821,True,1585833,1586400
rrmA,b1822;ECK1820;JW1811,b1822,True,1586396,1587206
cspC,b1823;ECK1821;JW1812,b1823,True,1587371,1587581
yobF,b1824;ECK1822;JW1813,b1824,True,1587593,1587737
yebO,b1825;ECK1823;JW1814,b1825,True,1588406,1588694
yobG,b1826;ECK1824;JW1815,b1826,True,1588768,1588912
yobH,b4536;ECK1825;JW5298,b4536,True,1589070,1589310
kdgR,b1827;ECK1826;JW1816,b1827,True,1589453,1590245
yebQ,b1828;ECK1827;JW5299,b1828,True,1590421,1591795
htpX,b1829;ECK1828;JW1818,b1829,True,1591840,1592722
prc,b1830;ECK1829;JW1819,b1830,True,1592913,1594962
proQ,b1831;ECK1830;JW5300,b1831,True,1594981,1595680
yebR,b1832;ECK1831;JW1821,b1832,True,1595776,1596328
yebS,b1833;ECK1832;JW1822,b1833,True,1596403,1597687
yebT,b1834;ECK1833;JW1823,b1834,True,1597655,1600289
yebU,b1835;ECK1834;JW5301,b1835,True,1600368,1601808
yebV,b1836;ECK1835;JW5302,b1836,True,1601925,1602162
yebW,b1837;ECK1836;JW5303,b1837,True,1602266,1602458
pphA,b1838;ECK1837;JW1827,b1838,True,1602458,1603115
ryeA,b4432;ECK1838;JWR0237,b4432,True,1603211,1603460
ryeB,b4433;ECK1839;JWR0238,b4433,True,1603309,1603430
yebY,b1839;ECK1840;JW1828,b1839,True,1603510,1603852
yebZ,b1840;ECK1841;JW1829,b1840,True,1603864,1604737
yobA,b1841;ECK1842;JW1830,b1841,True,1604740,1605115
holE,b1842;ECK1843;JW1831,b1842,True,1605253,1605484
yobB,b1843;ECK1844;JW1832,b1843,True,1605585,1606242
exoX,b1844;ECK1845;JW1833,b1844,True,1606265,1606928
ptrB,b1845;ECK1846;JW1834,b1845,True,1606924,1608985
yebE,b1846;ECK1847;JW1835,b1846,True,1609193,1609853
yebF,b1847;ECK1848;JW1836,b1847,True,1610179,1610548
yebG,b1848;ECK1849;JW1837,b1848,True,1610602,1610893
purT,b1849;ECK1850;JW1838,b1849,True,1611026,1612205
eda,b1850;ECK1851;JW1839,b1850,True,1612260,1612902
edd,b1851;ECK1852;JW1840,b1851,True,1612938,1614750
zwf,b1852;ECK1853;JW1841,b1852,True,1614984,1616460
yebK,b1853;ECK1854;JW1842,b1853,True,1616797,1617667
pykA,b1854;ECK1855;JW1843,b1854,True,1617794,1619237
lpxM,b1855;ECK1856;JW1844,b1855,True,1619367,1620339
yebA,b1856;ECK1857;JW5304,b1856,True,1620458,1621781
znuA,b1857;ECK1858;JW5831,b1857,True,1621796,1622729
znuC,b1858;ECK1859;JW1847,b1858,True,1622807,1623563
znuB,b1859;ECK1860;JW1848,b1859,True,1623559,1624345
ruvB,b1860;ECK1861;JW1849,b1860,True,1624491,1625502
ruvA,b1861;ECK1862;JW1850,b1861,True,1625510,1626122
yebB,b1862;ECK1863;JW5306,b1862,True,1626396,1626999
ruvC,b1863;ECK1864;JW1852,b1863,True,1627000,1627522
yebC,b1864;ECK1865;JW1853,b1864,True,1627556,1628297
nudB,b1865;ECK1866;JW1854,b1865,True,1628325,1628778
aspS,b1866;ECK1867;JW1855,b1866,True,1628895,1630668
yecD,b1867;ECK1868;JW5307,b1867,True,1630977,1631544
yecE,b1868;ECK1869;JW1857,b1868,True,1631540,1632359
yecN,b1869;ECK1870;JW5308,b1869,True,1632411,1632807
yecO,b1870;ECK1871;JW1859,b1870,True,1632847,1633591
yecP,b1871;ECK1872;JW1860,b1871,True,1633587,1634559
torZ,b1872;ECK1873;JW1861,b1872,True,1634723,1637153
torY,b1873;ECK1874;JW1862,b1873,True,1637177,1638278
cutC,b1874;ECK1875;JW1863,b1874,True,1638665,1639412
yecM,b1875;ECK1876;JW5309,b1875,True,1639425,1639992
argS,b1876;ECK1877;JW1865,b1876,True,1640207,1641941
yecT,b1877;ECK1878;JW5310,b1877,True,1642117,1642606
yecG,b1895;ECK1894;JW1884,b1895,True,1643134,1643563
otsA,b1896;ECK1895;JW5312,b1896,True,1643569,1644994
otsB,b1897;ECK1896;JW1886,b1897,True,1644968,1645769
araH,b4460;ECK1897;JW1887,b4460,True,1645935,1646925
araG,b1900;ECK1898;JW1888,b1900,True,1646936,1648451
araF,b1901;ECK1899;JW1889,b1901,True,1648520,1649510
yecI,b1902;ECK1900;JW1890,b1902,True,1650306,1650810
yecJ,b4537;ECK1901;JW1891,b4537,True,1650888,1651140
isrB,b4434;ECK1902;JWR0239,b4434,True,1651220,1651380
yecR,b1904;ECK1903;JW1892,b1904,True,1651603,1651927
ftn,b1905;ECK1904;JW1893,b1905,True,1652097,1652595
yecH,b1906;ECK1905;JW1894,b1906,True,1652632,1652872
tyrP,b1907;ECK1906;JW1895,b1907,True,1653062,1654274
yecA,b1908;ECK1907;JW1896,b1908,True,1654335,1655001
leuZ,b1909;ECK1908;JWR0033,b1909,True,1655196,1655283
cysT,b1910;ECK1909;JWR0034,b1910,True,1655295,1655369
glyW,b1911;ECK1910;JWR0035,b1911,True,1655423,1655499
pgsA,b1912;ECK1911;JW1897,b1912,True,1655650,1656199
uvrC,b1913;ECK1912;JW1898,b1913,True,1656255,1658088
uvrY,b1914;ECK1913;JW1899,b1914,True,1658084,1658741
yecF,b1915;ECK1914;JW1900,b1915,True,1659199,1659424
sdiA,b1916;ECK1915;JW1901,b1916,True,1659491,1660214
rcsA,b1951;ECK1949;JW1935,b1951,True,1660782,1661406
dsrB,b1952;ECK1950;JW1936,b1952,True,1661449,1661638
yodD,b1953;ECK1951;JW5317,b1953,True,1661800,1662028
dsrA,b1954;ECK1952;JWR0036,b1954,True,1662041,1662128
yedP,b1955;ECK1953;JW1938,b1955,True,1662325,1663141
yedQ,b1956;ECK1954;JW5832,b1956,True,1663137,1664832
yodC,b1957;ECK1955;JW1940,b1957,True,1665002,1665185
yedI,b1958;ECK1956;JW1941,b1958,True,1665263,1666181
yedA,b1959;ECK1957;JW1942,b1959,True,1666353,1667274
vsr,b1960;ECK1958;JW1943,b1960,True,1667262,1667733
dcm,b1961;ECK1959;JW1944,b1961,True,1667713,1669132
yedJ,b1962;ECK1960;JW1945,b1962,True,1669198,1669894
yedR,b1963;ECK1961;JW1946,b1963,True,1669933,1670299
yedS,b1964;ECK1962;JW5319,b1964,True,1670865,1671351
yedS,b4496;ECK1962;JW5319+JW1948+JW1949,b4496,True,1670880,1672103
yedS,b1965;ECK1962;JW1948,b1965,True,1671360,1671570
yedS,b1966;ECK1962;JW1949,b1966,True,1671653,1672058
hchA,b1967;ECK1963;JW1950,b1967,True,1672649,1673501
yedV,b1968;ECK1964;JW1951,b1968,True,1673608,1674967
yedW,b1969;ECK1965;JW5322,b1969,True,1674966,1675638
yedX,b1970;ECK1966;JW1953,b1970,True,1675770,1676184
yedY,b1971;ECK1967;JW1954,b1971,True,1676292,1677297
yedZ,b1972;ECK1968;JW1955,b1972,True,1677297,1677933
yodA,b1973;ECK1969;JW1956,b1973,True,1678189,1678840
yodB,b1974;ECK1970;JW5323,b1974,True,1679182,1679713
serU,b1975;ECK1971;JWR0037,b1975,True,1680282,1680372
yeeI,b1976;ECK1972;JW1958,b1976,True,1680465,1681263
asnT,b1977;ECK1973;JWR0038,b1977,True,1681363,1681439
yeeJ,b1978;ECK1974;JW5833,b1978,True,1681725,1688829
yeeL,b1979;ECK1975;JW5325,b1979,True,1689090,1689417
yeeL,b4497;ECK1975;JW1961+JW5325,b4497,True,1689135,1690188
yeeL,b1980;ECK1975;JW1961,b1980,True,1689438,1690143
shiA,b1981;ECK1976;JW1962,b1981,True,1690457,1691774
amn,b1982;ECK1977;JW1963,b1982,True,1691875,1693330
yeeN,b1983;ECK1978;JW1964,b1983,True,1693672,1694389
asnW,b1984;ECK1979;JWR0039,b1984,True,1694841,1694917
yeeO,b1985;ECK1980;JW1965,b1985,True,1695017,1696661
asnU,b1986;ECK1981;JWR0040,b1986,True,1696665,1696741
cbl,b1987;ECK1982;JW1966,b1987,True,1696778,1697729
nac,b1988;ECK1983;JW1967,b1988,True,1697830,1698748
asnV,b1989;ECK1984;JWR0041,b1989,True,1699074,1699150
erfK,b1990;ECK1985;JW1968,b1990,True,1699205,1700138
cobT,b1991;ECK1986;JW1969,b1991,True,1700202,1701282
cobS,b1992;ECK1987;JW1970,b1992,True,1701293,1702037
cobU,b1993;ECK1988;JW1971,b1993,True,1702033,1702579
sbmC,b2009;ECK2003;JW1991,b2009,True,1703316,1703790
dacD,b2010;ECK2004;JW5329,b2010,True,1703908,1705075
sbcB,b2011;ECK2005;JW1993,b2011,True,1705283,1706711
yeeD,b2012;ECK2006;JW1994,b2012,True,1706753,1706981
yeeE,b2013;ECK2007;JW1995,b2013,True,1706994,1708053
yeeF,b2014;ECK2008;JW5330,b2014,True,1708231,1709590
yeeY,b2015;ECK2009;JW5834,b2015,True,1709856,1710786
yeeZ,b2016;ECK2010;JW1998,b2016,True,1710831,1711656
yoeB,b4539;ECK2011;JW5331,b4539,True,1711738,1711993
yefM,b2017;ECK2012;JW5835,b2017,True,1711989,1712241
hisL,b2018;ECK2013;JW2000,b2018,True,1712523,1712574
hisG,b2019;ECK2014;JW2001,b2019,True,1712719,1713619
hisD,b2020;ECK2015;JW2002,b2020,True,1713624,1714929
hisC,b2021;ECK2016;JW2003,b2021,True,1714925,1715996
hisB,b2022;ECK2017;JW2004,b2022,True,1715995,1717063
hisH,b2023;ECK2018;JW2005,b2023,True,1717062,1717653
hisA,b2024;ECK2019;JW2006,b2024,True,1717652,1718390
hisF,b2025;ECK2020;JW2007,b2025,True,1718371,1719148
hisI,b2026;ECK2021;JW2008,b2026,True,1719141,1719753
cld,b2027;ECK2022;JW5836,b2027,True,1719848,1720829
ugd,b2028;ECK2023;JW2010,b2028,True,1720974,1722141
gnd,b2029;ECK2024;JW2011,b2029,True,1722389,1723796
yegH,b2063;ECK2057;JW5336,b2063,True,1724108,1725692
asmA,b2064;ECK2058;JW2049,b2064,True,1725965,1727819
dcd,b2065;ECK2059;JW2050,b2065,True,1727840,1728422
udk,b2066;ECK2060;JW2051,b2066,True,1728513,1729155
yegE,b2067;ECK2061;JW2052,b2067,True,1729472,1732790
alkA,b2068;ECK2062;JW2053,b2068,True,1732898,1733747
yegD,b2069;ECK2063;JW2054,b2069,True,1733880,1735233
yegI,b2070;ECK2064;JW2055,b2070,True,1735245,1737192
yegJ,b2071;ECK2065;JW2056,b2071,True,1737391,1737853
yegK,b2072;ECK2066;JW2057,b2072,True,1737917,1738679
yegL,b2073;ECK2067;JW2058,b2073,True,1738675,1739335
ryeC,b4436;ECK2068;JWR0241,b4436,True,1739481,1739630
ryeD,b4437;ECK2069;JWR0242,b4437,True,1739816,1739959
mdtA,b2074;ECK2070;JW5338,b2074,True,1740222,1741470
mdtB,b2075;ECK2071;JW2060,b2075,True,1741469,1744592
mdtC,b2076;ECK2072;JW2061,b2076,True,1744592,1747670
mdtD,b2077;ECK2073;JW2062,b2077,True,1747670,1749086
baeS,b2078;ECK2074;JW2063,b2078,True,1749082,1750486
baeR,b2079;ECK2075;JW2064,b2079,True,1750482,1751205
fbaB,b2097;ECK2090;JW5344,b2097,True,1751658,1752711
yegT,b2098;ECK2091;JW2085,b2098,True,1752967,1754245
yegU,b2099;ECK2092;JW2086,b2099,True,1754241,1755246
yegV,b2100;ECK2093;JW2087,b2100,True,1755242,1756208
yegW,b2101;ECK2094;JW2088,b2101,True,1756181,1756928
yegX,b2102;ECK2095;JW5345,b2102,True,1756979,1757798
thiD,b2103;ECK2096;JW2090,b2103,True,1757862,1758663
thiM,b2104;ECK2097;JW2091,b2104,True,1758659,1759448
yohL,b2105;ECK2098;JW2092,b2105,True,1759670,1759943
yohM,b2106;ECK2099;JW2093,b2106,True,1760063,1760888
yohN,b2107;ECK2100;JW5346,b2107,True,1761106,1761445
yehA,b2108;ECK2101;JW2095,b2108,True,1761526,1762561
yehB,b2109;ECK2102;JW2096,b2109,True,1762576,1765057
yehC,b2110;ECK2103;JW2097,b2110,True,1765072,1765792
yehD,b2111;ECK2104;JW2098,b2111,True,1765826,1766369
yehE,b2112;ECK2105;JW2099,b2112,True,1766661,1766943
mrp,b2113;ECK2106;JW2100,b2113,True,1767205,1768315
metG,b2114;ECK2107;JW2101,b2114,True,1768446,1770480
molR,b2115;ECK2108;JW2102,b2115,True,1770620,1771445
molR,b4499;ECK2108;JW2102+JW5915+JW5916,b4499,True,1770665,1774461
molR,b2116;ECK2108;JW5915,b2116,True,1771556,1773494
molR,b2117;ECK2108;JW5916,b2117,True,1773468,1774416
yehI,b2118;ECK2109;JW2105,b2118,True,1774425,1778058
yehK,b4541;ECK2110;JW2106,b4541,True,1778118,1778436
yehL,b2119;ECK2111;JW5349,b2119,True,1778742,1779831
yehM,b2120;ECK2112;JW2108,b2120,True,1779841,1782121
yehP,b2121;ECK2113;JW5350,b2121,True,1782113,1783250
yehQ,b2122;ECK2114;JW2110,b2122,True,1783246,1785091
yehR,b2123;ECK2115;JW5351,b2123,True,1785371,1785833
yehS,b2124;ECK2116;JW2112,b2124,True,1785872,1786343
yehT,b2125;ECK2117;JW5352,b2125,True,1786389,1787109
yehU,b2126;ECK2118;JW5353,b2126,True,1787105,1788791
mlrA,b2127;ECK2119;JW2115,b2127,True,1789012,1789744
yohO,b4542;ECK2120;JW5354,b4542,True,1789803,1789911
yehW,b2128;ECK2121;JW2116,b2128,True,1789891,1790623
yehX,b2129;ECK2122;JW2117,b2129,True,1790627,1791554
yehY,b2130;ECK2123;JW2118,b2130,True,1791546,1792704
yehZ,b2131;ECK2124;JW2119,b2131,True,1792710,1793628
bglX,b2132;ECK2125;JW2120,b2132,True,1793838,1796136
dld,b2133;ECK2126;JW2121,b2133,True,1796331,1798047
pbpG,b2134;ECK2127;JW5355,b2134,True,1798084,1799017
yohC,b2135;ECK2128;JW5356,b2135,True,1799190,1799778
yohD,b2136;ECK2129;JW2124,b2136,True,1799947,1800526
yohF,b2137;ECK2130;JW2125,b2137,True,1800655,1801417
yohG,b2138;ECK2131;JW5838,b2138,True,1801469,1802558
yohH,b2139;ECK2132;JW5358,b2139,True,1802695,1802833
dusC,b2140;ECK2133;JW2128,b2140,True,1803584,1804532
yohJ,b2141;ECK2134;JW2129,b2141,True,1804770,1805169
yohK,b2142;ECK2135;JW2130,b2142,True,1805165,1805861
cdd,b2143;ECK2136;JW2131,b2143,True,1805990,1806875
sanA,b2144;ECK2137;JW2132,b2144,True,1807024,1807744
yeiS,b2145;ECK2138;JW5359,b2145,True,1807746,1807986
yeiT,b2146;ECK2139;JW2133,b2146,True,1808179,1809418
yeiA,b2147;ECK2140;JW2134,b2147,True,1809411,1810647
mglC,b2148;ECK2141;JW2135,b2148,True,1810889,1811900
mglA,b2149;ECK2142;JW2136,b2149,True,1811915,1813436
mglB,b2150;ECK2143;JW2137,b2150,True,1813496,1814495
galS,b2151;ECK2144;JW2138,b2151,True,1814774,1815815
yeiB,b2152;ECK2145;JW2139,b2152,True,1815956,1817114
folE,b2153;ECK2146;JW2140,b2153,True,1817130,1817799
yeiG,b2154;ECK2147;JW2141,b2154,True,1818056,1818893
cirA,b2155;ECK2148;JW2142,b2155,True,1818924,1820916
lysP,b2156;ECK2149;JW2143,b2156,True,1821209,1822679
yeiE,b2157;ECK2150;JW2144,b2157,True,1822883,1823765
yeiH,b2158;ECK2151;JW2145,b2158,True,1823863,1824913
nfo,b2159;ECK2152;JW2146,b2159,True,1824986,1825844
yeiI,b2160;ECK2153;JW2147,b2160,True,1825846,1826935
yeiJ,b2161;ECK2154;JW2148,b2161,True,1827041,1828292
rihB,b2162;ECK2155;JW2149,b2162,True,1828391,1829333
yeiL,b2163;ECK2156;JW2150,b2163,True,1829501,1830161
yeiM,b2164;ECK2157;JW2151,b2164,True,1830231,1831482
yeiN,b2165;ECK2158;JW2152,b2165,True,1831575,1832514
yeiC,b2166;ECK2159;JW2153,b2166,True,1832501,1833443
fruA,b2167;ECK2160;JW2154,b2167,True,1833865,1835557
fruK,b2168;ECK2161;JW2155,b2168,True,1835573,1836512
fruB,b2169;ECK2162;JW2156,b2169,True,1836511,1837642
setB,b2170;ECK2163;JW2157,b2170,True,1838009,1839191
yeiW,b4502;ECK2164;JW5361,b4502,True,1839187,1839442
yeiP,b2171;ECK2165;JW5362,b2171,True,1839596,1840169
yeiQ,b2172;ECK2166;JW2160,b2172,True,1840391,1841858
yeiR,b2173;ECK2167;JW2161,b2173,True,1841975,1842962
yeiU,b2174;ECK2168;JW2162,b2174,True,1843000,1843714
spr,b2175;ECK2169;JW2163,b2175,True,1844125,1844692
rtn,b2176;ECK2170;JW2164,b2176,True,1844872,1846429
yejA,b2177;ECK2171;JW2165,b2177,True,1846510,1848325
yejB,b2178;ECK2172;JW2166,b2178,True,1848325,1849420
yejE,b2179;ECK2173;JW2167,b2179,True,1849419,1850445
yejF,b2180;ECK2174;JW2168,b2180,True,1850446,1852036
yejG,b2181;ECK2175;JW2169,b2181,True,1852039,1852384
bcr,b2182;ECK2176;JW5363,b2182,True,1852716,1853907
rsuA,b2183;ECK2177;JW2171,b2183,True,1853934,1854630
yejH,b2184;ECK2178;JW2172,b2184,True,1854778,1856539
rplY,b2185;ECK2179;JW2173,b2185,True,1856663,1856948
yejK,b2186;ECK2180;JW2174,b2186,True,1857086,1858094
yejL,b2187;ECK2181;JW2175,b2187,True,1858275,1858503
yejM,b2188;ECK2182;JW2176,b2188,True,1858522,1860283
proL,b2189;ECK2183;JWR0042,b2189,True,1860357,1860434
narP,b2193;ECK2185;JW2181,b2193,True,1860866,1861514
ccmH,b2194;ECK2186;JW2182,b2194,True,1861724,1862777
ccmG,b2195;ECK2187;JW2183,b2195,True,1862773,1863331
ccmF,b2196;ECK2188;JW2184,b2196,True,1863327,1865271
ccmE,b2197;ECK2189;JW2185,b2197,True,1865267,1865747
ccmD,b2198;ECK2190;JW2186,b2198,True,1865743,1865953
ccmC,b2199;ECK2191;JW2187,b2199,True,1865949,1866687
ccmB,b2200;ECK2192;JW2188,b2200,True,1866728,1867391
ccmA,b2201;ECK2193;JW5366,b2201,True,1867387,1868011
napC,b2202;ECK2194;JW2190,b2202,True,1868023,1868626
napB,b2203;ECK2195;JW5367,b2203,True,1868635,1869085
napH,b2204;ECK2196;JW2192,b2204,True,1869081,1869945
