gene,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,line,gen_id,duplicated
rpsE,100.0,503,0,0,1,503,3575881,3575379,0.0,929,503,L02-2,3,False
rplJ,100.0,497,0,0,1,497,254235,254731,0.0,918,497,L02-2,3,False
lspA,100.0,494,0,0,1,494,644269,644762,0.0,913,494,L02-2,3,False
mreD,100.0,488,0,0,1,488,3622216,3621729,0.0,902,488,L02-2,3,False
folK,100.0,479,0,0,1,479,779409,779887,0.0,885,479,L02-2,3,False
coaD,100.0,479,0,0,1,479,4277923,4278401,0.0,885,479,L02-2,3,False
ispF,100.0,479,0,0,1,479,4095652,4095174,0.0,885,479,L02-2,3,False
folA,100.0,479,0,0,1,479,668884,669362,0.0,885,479,L02-2,3,False
ribE,100.0,470,0,0,1,470,969759,970228,0.0,869,470,L02-2,3,False
accB,100.0,470,0,0,1,470,3615167,3614698,0.0,869,470,L02-2,3,False
yjeE,100.0,461,0,0,1,461,469691,470151,0.0,852,461,L02-2,3,False
fabZ,100.0,455,0,0,1,455,818341,818795,0.0,841,455,L02-2,3,False
dut,100.0,452,0,0,4,455,4282032,4282483,0.0,835,455,L02-2,3,False
rplO,100.0,434,0,0,1,434,3576502,3576069,0.0,802,434,L02-2,3,False
rplM,100.0,428,0,0,1,428,3645479,3645052,0.0,791,428,L02-2,3,False
nusB,100.0,419,0,0,1,419,970249,970667,0.0,774,419,L02-2,3,False
yqgF,100.0,416,0,0,1,416,3894499,3894084,0.0,769,416,L02-2,3,False
rplP,100.0,410,0,0,1,410,3571848,3571439,0.0,758,410,L02-2,3,False
rpsI,100.0,392,0,0,1,392,3645887,3645496,0.0,725,392,L02-2,3,False
rpsH,100.0,392,0,0,1,392,3574454,3574063,0.0,725,392,L02-2,3,False
rpsK,100.0,389,0,0,1,389,3578898,3578510,0.0,719,389,L02-2,3,False
secE,100.0,383,0,0,1,383,251597,251979,0.0,708,383,L02-2,3,False
rplQ,100.0,383,0,0,1,383,3580991,3580609,0.0,708,383,L02-2,3,False
acpS,100.0,380,0,0,1,380,3290726,3291105,0.0,702,380,L02-2,3,False
rnpB,99.734,376,0,1,1,376,3747993,3747619,0.0,688,376,L02-2,3,False
rpsL,100.0,374,0,0,1,374,3562355,3561982,0.0,691,374,L02-2,3,False
rplN,100.0,371,0,0,1,371,3572829,3572459,0.0,686,371,L02-2,3,False
folB,100.0,368,0,0,1,368,3816401,3816034,0.0,680,368,L02-2,3,False
ftsL,100.0,365,0,0,1,365,710090,710454,0.0,675,365,L02-2,3,False
rplL,100.0,365,0,0,1,365,254799,255163,0.0,675,365,L02-2,3,False
rnpA,100.0,359,0,0,1,359,4352503,4352861,0.0,664,359,L02-2,3,False
rplT,100.0,356,0,0,1,356,2127998,2128353,0.0,658,356,L02-2,3,False
rpsM,100.0,356,0,0,1,356,3578492,3578137,0.0,658,356,L02-2,3,False
rplR,100.0,353,0,0,1,353,3575363,3575011,0.0,652,353,L02-2,3,False
rplS,100.0,347,0,0,1,347,4187670,4187324,0.0,641,347,L02-2,3,False
yadR,100.0,344,0,0,1,344,792852,793195,0.0,636,344,L02-2,3,False
rplV,100.0,332,0,0,1,332,3570706,3570375,1.74e-176,614,332,L02-2,3,False
yceQ,100.0,320,0,0,1,320,1616739,1617058,7.84e-170,592,320,L02-2,3,False
rplX,100.0,314,0,0,1,314,3573154,3572841,1.66e-166,580,314,L02-2,3,False
ftsB,100.0,311,0,0,1,311,4094445,4094135,7.6599999999999995e-165,575,311,L02-2,3,False
rpsJ,100.0,311,0,0,1,311,3567648,3567338,7.6599999999999995e-165,575,311,L02-2,3,False
rplU,100.0,311,0,0,1,311,3685075,3684765,7.6599999999999995e-165,575,311,L02-2,3,False
rpsN,100.0,305,0,0,1,305,3574028,3573724,1.62e-161,564,305,L02-2,3,False
rplW,100.0,302,0,0,1,302,3569225,3568924,7.48e-160,558,302,L02-2,3,False
groS,100.0,293,0,0,1,293,444799,445091,7.29e-155,542,293,L02-2,3,False
rpsS,100.0,278,0,0,1,278,3570359,3570082,1.4999999999999999e-146,514,278,L02-2,3,False
rpmA,100.0,257,0,0,1,257,3685353,3685097,6.499999999999999e-135,475,257,L02-2,3,False
rpsQ,100.0,254,0,0,1,254,3572293,3572040,2.99e-133,470,254,L02-2,3,False
rpsP,100.0,248,0,0,1,248,4185916,4185669,6.3e-130,459,248,L02-2,3,False
acpP,100.0,236,0,0,1,236,1623852,1624087,2.8000000000000002e-123,436,236,L02-2,3,False
rpmB,100.0,236,0,0,1,236,4279536,4279771,2.8000000000000002e-123,436,236,L02-2,3,False
rpsR,100.0,227,0,0,1,227,499942,500168,2.7e-118,420,227,L02-2,3,False
infA,100.0,218,0,0,1,218,1426738,1426955,2.6e-113,403,218,L02-2,3,False
rpmC,100.0,191,0,0,1,191,3572039,3571849,2.29e-98,353,191,L02-2,3,False
csrA,100.0,185,0,0,1,185,4147987,4147803,4.81e-95,342,185,L02-2,3,False
rpmD,100.0,179,0,0,1,179,3576064,3575886,1e-91,331,179,L02-2,3,False
rpmH,100.0,140,0,0,1,140,4352346,4352485,3.6300000000000005e-70,259,140,L02-2,3,False
ffs,100.0,113,0,0,1,113,1011559,1011671,2.87e-55,209,113,L02-2,3,False
serV,100.0,92,0,0,1,92,4148395,4148304,1.05e-43,171,92,L02-2,3,False
serT,100.0,87,0,0,1,87,1535231,1535317,5.96e-41,161,87,L02-2,3,False
leuU,100.0,86,0,0,1,86,3696142,3696057,2.11e-40,159,86,L02-2,3,False
leuZ,100.0,86,0,0,1,86,2686888,2686973,2.11e-40,159,86,L02-2,3,False
leuW,100.0,84,0,0,1,84,1199756,1199839,2.65e-39,156,84,L02-2,3,False
proM,100.0,76,0,0,1,76,56983,57058,6.51e-35,141,76,L02-2,3,False
argX,100.0,76,0,0,1,76,56624,56699,6.51e-35,141,76,L02-2,3,False
hisR,100.0,76,0,0,1,76,56758,56833,6.51e-35,141,76,L02-2,3,False
argU,100.0,76,0,0,1,76,1095644,1095719,6.51e-35,141,76,L02-2,3,False
thrU,100.0,75,0,0,1,75,249627,249701,2.3e-34,139,75,L02-2,3,False
trpT,100.0,75,0,0,1,75,21211,21285,2.3e-34,139,75,L02-2,3,False
glyT,100.0,74,0,0,1,74,249912,249985,8.119999999999999e-34,137,74,L02-2,3,False
cysT,100.0,73,0,0,1,73,2686987,2687059,2.87e-33,135,73,L02-2,3,False
mukB,100.0,4460,0,0,1,4460,1464560,1469019,0.0,8237,4460,L02-3,1,False
rpoC,100.0,4223,0,0,1,4223,259605,263827,0.0,7799,4223,L02-3,1,False
rpoB,100.0,4028,0,0,1,4028,255500,259527,0.0,7439,4028,L02-3,1,False
ftsK,100.0,3989,0,0,1,3989,1421457,1425445,0.0,7367,3989,L02-3,1,False
dnaE,100.0,3482,0,0,1,3482,815262,818743,0.0,6431,3482,L02-3,1,False
rne,100.0,3185,0,0,1,3185,1601150,1604334,0.0,5882,3185,L02-3,1,False
valS,99.965,2855,1,0,1,2855,555122,557976,0.0,5267,2855,L02-3,1,False
ileS,100.0,2816,0,0,1,2816,638442,641257,0.0,5201,2816,L02-3,1,False
polA,100.0,2786,0,0,1,2786,121221,124006,0.0,5145,2786,L02-3,1,False
secA,100.0,2705,0,0,1,2705,724329,727033,0.0,4996,2705,L02-3,1,False
infB,100.0,2672,0,0,1,2672,3436945,3439616,0.0,4935,2672,L02-3,1,False
alaS,99.962,2630,0,1,1,2630,2974001,2976629,0.0,4850,2630,L02-3,1,False
gyrA,100.0,2627,0,0,1,2627,2545046,2547672,0.0,4852,2627,L02-3,1,False
topA,100.0,2597,0,0,1,2597,1766977,1769573,0.0,4796,2597,L02-3,1,False
leuS,100.0,2582,0,0,1,2582,1166987,1169568,0.0,4769,2582,L02-3,1,False
yaeT,100.0,2432,0,0,1,2432,808064,810495,0.0,4492,2432,L02-3,1,False
plsB,100.0,2423,0,0,1,2423,328298,330720,0.0,4475,2423,L02-3,1,False
gyrB,100.0,2414,0,0,1,2414,3975706,3978119,0.0,4458,2414,L02-3,1,False
pheT,100.0,2387,0,0,1,2387,2108839,2111225,0.0,4409,2387,L02-3,1,False
imp,100.0,2354,0,0,1,2354,670806,673159,0.0,4348,2354,L02-3,1,False
nrdA,100.0,2285,0,0,1,2285,2553118,2555402,0.0,4220,2285,L02-3,1,False
parC,100.0,2258,0,0,1,2258,3291139,3293396,0.0,4170,2258,L02-3,1,False
priA,100.0,2198,0,0,1,2198,198867,201064,0.0,4060,2198,L02-3,1,False
yrfF,100.0,2135,0,0,1,2135,3631762,3633896,0.0,3943,2135,L02-3,1,False
fusA,100.0,2114,0,0,1,2114,3576694,3578807,0.0,3904,2114,L02-3,1,False
spoT,100.0,2108,0,0,1,2108,3920400,3922507,0.0,3893,2108,L02-3,1,False
glyS,100.0,2069,0,0,1,2069,3819359,3821427,0.0,3821,2069,L02-3,1,False
metG,100.0,2033,0,0,1,2033,2406339,2408371,0.0,3755,2033,L02-3,1,False
ligA,100.0,2015,0,0,1,2015,2721564,2723578,0.0,3722,2015,L02-3,1,False
ftsH,100.0,1934,0,0,1,1934,3448604,3450537,0.0,3572,1934,L02-3,1,False
dnaX,99.948,1931,1,0,1,1931,1021109,1023039,0.0,3561,1931,L02-3,1,False
thrS,100.0,1928,0,0,1,1928,2113924,2115851,0.0,3561,1928,L02-3,1,False
mrdA,100.0,1901,0,0,1,1901,1161104,1163004,0.0,3511,1901,L02-3,1,False
parE,100.0,1892,0,0,1,1892,3300928,3302819,0.0,3494,1892,L02-3,1,False
dxs,100.0,1862,0,0,1,1862,967333,969194,0.0,3439,1862,L02-3,1,False
secD,100.0,1847,0,0,1,1847,956665,958511,0.0,3411,1847,L02-3,1,False
rpoD,100.0,1841,0,0,1,1841,3333555,3335395,0.0,3400,1841,L02-3,1,False
glmS,100.0,1829,0,0,1,1829,4012942,4014770,0.0,3378,1829,L02-3,1,False
aspS,100.0,1772,0,0,1,1772,2260591,2262362,0.0,3273,1772,L02-3,1,False
ftsI,99.943,1766,0,1,1,1766,707464,709228,0.0,3254,1766,L02-3,1,False
yejM,100.0,1760,0,0,1,1760,2496410,2498169,0.0,3251,1760,L02-3,1,False
msbA,100.0,1748,0,0,1,1748,1454854,1456601,0.0,3229,1748,L02-3,1,False
dnaG,100.0,1745,0,0,1,1745,3331615,3333359,0.0,3223,1745,L02-3,1,False
argS,100.0,1733,0,0,1,1733,2271900,2273632,0.0,3201,1733,L02-3,1,False
proS,100.0,1718,0,0,1,1718,827193,828910,0.0,3173,1718,L02-3,1,False
rpsA,100.0,1673,0,0,1,1673,1450228,1451900,0.0,3090,1673,L02-3,1,False
glnS,100.0,1664,0,0,1,1664,1199695,1201358,0.0,3073,1664,L02-3,1,False
groL,100.0,1646,0,0,1,1646,445167,446812,0.0,3040,1646,L02-3,1,False
yidC,100.0,1646,0,0,1,1646,3983077,3984722,0.0,3040,1646,L02-3,1,False
pyrG,100.0,1637,0,0,1,1637,3065742,3067378,0.0,3024,1637,L02-3,1,False
lnt,100.0,1538,0,0,1,1538,1182945,1184482,0.0,2841,1538,L02-3,1,False
mviN,100.0,1535,0,0,1,1535,1599398,1600932,0.0,2835,1535,L02-3,1,False
ftsY,99.933,1493,0,1,1,1493,3707236,3708727,0.0,2750,1493,L02-3,1,False
nusA,100.0,1487,0,0,1,1487,3439642,3441128,0.0,2747,1487,L02-3,1,False
murE,100.0,1487,0,0,1,1487,709216,710702,0.0,2747,1487,L02-3,1,False
murC,100.0,1475,0,0,1,1475,716815,718289,0.0,2724,1475,L02-3,1,False
der,100.0,1472,0,0,1,1472,2822495,2823966,0.0,2719,1472,L02-3,1,False
dnaB,100.0,1415,0,0,1,1415,338569,339983,0.0,2614,1415,L02-3,1,False
gltX,100.0,1415,0,0,1,1415,2712660,2714074,0.0,2614,1415,L02-3,1,False
dnaA,100.0,1403,0,0,1,1403,3980327,3981729,0.0,2591,1403,L02-3,1,False
asnS,100.0,1400,0,0,1,1400,1475818,1477217,0.0,2586,1400,L02-3,1,False
cysS,100.0,1385,0,0,1,1385,1076339,1077723,0.0,2558,1385,L02-3,1,False
glmU,100.0,1370,0,0,1,1370,4014933,4016302,0.0,2531,1370,L02-3,1,False
ffh,100.0,1361,0,0,1,1361,2936145,2937505,0.0,2514,1361,L02-3,1,False
murF,100.0,1358,0,0,1,1358,710700,712057,0.0,2508,1358,L02-3,1,False
pssA,100.0,1355,0,0,1,1355,2909336,2910690,0.0,2503,1355,L02-3,1,False
yaeL,100.0,1352,0,0,1,1352,806682,808033,0.0,2497,1352,L02-3,1,False
accC,100.0,1349,0,0,1,1349,3527139,3528487,0.0,2492,1349,L02-3,1,False
glmM,100.0,1337,0,0,1,1337,3446336,3447672,0.0,2470,1337,L02-3,1,False
secY,100.0,1331,0,0,1,1331,3563986,3565316,0.0,2459,1331,L02-3,1,False
mukF,100.0,1322,0,0,1,1322,1462553,1463874,0.0,2442,1322,L02-3,1,False
murD,100.0,1316,0,0,1,1316,713137,714452,0.0,2431,1316,L02-3,1,False
eno,100.0,1298,0,0,1,1298,3064356,3065653,0.0,2398,1298,L02-3,1,False
tilS,100.0,1298,0,0,1,1298,822467,823764,0.0,2398,1298,L02-3,1,False
serS,100.0,1292,0,0,1,1292,1427661,1428952,0.0,2386,1292,L02-3,1,False
hemL,99.922,1280,1,0,1,1280,783738,785017,0.0,2359,1280,L02-3,1,False
kdtA,100.0,1277,0,0,1,1277,3906622,3907898,0.0,2359,1277,L02-3,1,False
tyrS,100.0,1274,0,0,1,1274,2029231,2030504,0.0,2353,1274,L02-3,1,False
hisS,100.0,1274,0,0,1,1274,2825912,2827185,0.0,2353,1274,L02-3,1,False
folC,100.0,1268,0,0,1,1268,2639927,2641194,0.0,2342,1268,L02-3,1,False
ftsA,100.0,1262,0,0,1,1262,720032,721293,0.0,2331,1262,L02-3,1,False
murA,100.0,1259,0,0,1,1259,3458837,3460095,0.0,2326,1259,L02-3,1,False
rho,100.0,1259,0,0,1,1259,40673,41931,0.0,2326,1259,L02-3,1,False
hemA,100.0,1256,0,0,1,1256,1700840,1702095,0.0,2320,1256,L02-3,1,False
ftsW,100.0,1244,0,0,1,1244,714453,715696,0.0,2298,1244,L02-3,1,False
lolE,100.0,1244,0,0,1,1244,1637288,1638531,0.0,2298,1244,L02-3,1,False
cca,100.0,1238,0,0,1,1238,3322399,3323636,0.0,2287,1238,L02-3,1,False
fabB,100.0,1220,0,0,1,1220,2648638,2649857,0.0,2254,1220,L02-3,1,False
dfp,100.0,1220,0,0,1,1220,3910813,3912032,0.0,2254,1220,L02-3,1,False
lolC,100.0,1199,0,0,1,1199,1635395,1636593,0.0,2215,1199,L02-3,1,False
dxr,100.0,1196,0,0,1,1196,803657,804852,0.0,2209,1196,L02-3,1,False
obgE,100.0,1172,0,0,1,1172,3454185,3455356,0.0,2165,1172,L02-3,1,False
pgk,100.0,1163,0,0,1,1163,3225295,3226457,0.0,2148,1163,L02-3,1,False
metK,100.0,1154,0,0,1,1154,3240541,3241694,0.0,2132,1154,L02-3,1,False
ftsZ,100.0,1151,0,0,1,1151,721355,722505,0.0,2126,1151,L02-3,1,False
lpxB,100.0,1148,0,0,1,1148,813484,814631,0.0,2121,1148,L02-3,1,False
nrdB,100.0,1130,0,0,1,1130,2555637,2556766,0.0,2087,1130,L02-3,1,False
dapE,100.0,1127,0,0,1,1127,2778218,2779344,0.0,2082,1127,L02-3,1,False
ispG,100.0,1118,0,0,1,1118,2827297,2828414,0.0,2065,1118,L02-3,1,False
mrdB,100.0,1112,0,0,1,1112,1159989,1161100,0.0,2054,1112,L02-3,1,False
trmU,100.0,1106,0,0,1,1106,1652634,1653739,0.0,2043,1106,L02-3,1,False
ribD,100.0,1103,0,0,1,1103,962473,963575,0.0,2037,1103,L02-3,1,False
mreC,100.0,1103,0,0,1,1103,3520097,3521199,0.0,2037,1103,L02-3,1,False
asd,100.0,1103,0,0,1,1103,3679068,3680170,0.0,2037,1103,L02-3,1,False
yjgP,100.0,1100,0,0,1,1100,560358,561457,0.0,2032,1100,L02-3,1,False
dnaN,100.0,1100,0,0,1,1100,3979222,3980321,0.0,2032,1100,L02-3,1,False
prfB,100.0,1098,0,0,1,1098,3189020,3190117,0.0,2028,1098,L02-3,1,False
prfA,100.0,1082,0,0,1,1082,1702137,1703218,0.0,1999,1082,L02-3,1,False
yjgQ,100.0,1082,0,0,1,1082,561458,562539,0.0,1999,1082,L02-3,1,False
mraY,100.0,1082,0,0,1,1082,712052,713133,0.0,1999,1082,L02-3,1,False
fbaA,100.0,1079,0,0,1,1079,3224001,3225079,0.0,1993,1079,L02-3,1,False
degS,100.0,1067,0,0,1,1067,3503422,3504488,0.0,1971,1067,L02-3,1,False
murG,100.0,1067,0,0,1,1067,715694,716760,0.0,1971,1067,L02-3,1,False
ftsX,100.0,1058,0,0,1,1058,3705514,3706571,0.0,1954,1058,L02-3,1,False
rsgA,100.0,1052,0,0,1,1052,464599,465650,0.0,1943,1052,L02-3,1,False
mreB,100.0,1043,0,0,1,1043,3521266,3522308,0.0,1927,1043,L02-3,1,False
holA,100.0,1031,0,0,1,1031,1165360,1166390,0.0,1905,1031,L02-3,1,False
murB,100.0,1028,0,0,1,1028,246312,247339,0.0,1899,1028,L02-3,1,False
lpxD,100.0,1025,0,0,1,1025,811107,812131,0.0,1893,1025,L02-3,1,False
gpsA,100.0,1019,0,0,1,1019,3877625,3878643,0.0,1882,1019,L02-3,1,False
ygjD,100.0,1013,0,0,1,1013,3330038,3331050,0.0,1871,1013,L02-3,1,False
holB,100.0,1004,0,0,1,1004,1615730,1616733,0.0,1855,1004,L02-3,1,False
trpS,100.0,1004,0,0,1,1004,3617927,3618930,0.0,1855,1004,L02-3,1,False
gapA,100.0,995,0,0,1,995,2176051,2177045,0.0,1838,995,L02-3,1,False
rpoA,100.0,989,0,0,1,989,3561260,3562248,0.0,1827,989,L02-3,1,False
zipA,100.0,986,0,0,1,986,2723650,2724635,0.0,1821,986,L02-3,1,False
lpxK,100.0,986,0,0,1,986,1456599,1457584,0.0,1821,986,L02-3,1,False
pheS,100.0,983,0,0,1,983,2111241,2112223,0.0,1816,983,L02-3,1,False
thiL,100.0,977,0,0,1,977,964652,965628,0.0,1805,977,L02-3,1,False
hemB,100.0,974,0,0,1,974,927681,928654,0.0,1799,974,L02-3,1,False
lepB,100.0,974,0,0,1,974,2890944,2891917,0.0,1799,974,L02-3,1,False
ispB,100.0,971,0,0,1,971,3457313,3458283,0.0,1794,971,L02-3,1,False
secF,100.0,971,0,0,1,971,958523,959493,0.0,1794,971,L02-3,1,False
psd,100.0,968,0,0,1,968,463534,464501,0.0,1788,968,L02-3,1,False
birA,100.0,965,0,0,1,965,247337,248301,0.0,1783,965,L02-3,1,False
hemH,100.0,962,0,0,1,962,1027072,1028033,0.0,1777,962,L02-3,1,False
accA,100.0,959,0,0,1,959,818757,819715,0.0,1772,959,L02-3,1,False
ftsN,100.0,959,0,0,1,959,196635,197593,0.0,1772,959,L02-3,1,False
coaA,100.0,950,0,0,1,950,248331,249280,0.0,1755,950,L02-3,1,False
ispH,100.0,950,0,0,1,950,642328,643277,0.0,1755,950,L02-3,1,False
prsA,100.0,947,0,0,1,947,1698054,1699000,0.0,1749,947,L02-3,1,False
fmt,100.0,947,0,0,1,947,3555434,3556380,0.0,1749,947,L02-3,1,False
hemC,100.0,941,0,0,1,941,64080,65020,0.0,1738,941,L02-3,1,False
ribF,100.0,941,0,0,1,941,637458,638398,0.0,1738,941,L02-3,1,False
fabD,100.0,929,0,0,1,929,1609696,1610624,0.0,1716,929,L02-3,1,False
lpxC,100.0,917,0,0,1,917,722607,723523,0.0,1694,917,L02-3,1,False
accD,100.0,914,0,0,1,914,2641265,2642178,0.0,1688,914,L02-3,1,False
glyQ,100.0,911,0,0,1,911,3821438,3822348,0.0,1683,911,L02-3,1,False
era,100.0,905,0,0,1,905,2889090,2889994,0.0,1672,905,L02-3,1,False
ispA,100.0,899,0,0,1,899,969220,970118,0.0,1661,899,L02-3,1,False
dapA,100.0,878,0,0,1,878,2785493,2786370,0.0,1622,878,L02-3,1,False
uppS,100.0,878,0,0,1,878,2940542,2941419,0.0,1622,878,L02-3,1,False
lgt,100.0,875,0,0,1,875,3122877,3123751,0.0,1616,875,L02-3,1,False
ubiA,100.0,872,0,0,1,872,327271,328142,0.0,1611,872,L02-3,1,False
folD,100.0,866,0,0,1,866,1078603,1079468,0.0,1600,866,L02-3,1,False
murI,100.0,857,0,0,1,857,239683,240539,0.0,1583,857,L02-3,1,False
cdsA,100.0,857,0,0,1,857,805813,806669,0.0,1583,857,L02-3,1,False
kdsA,100.0,854,0,0,1,854,1705290,1706143,0.0,1578,854,L02-3,1,False
rpoH,100.0,854,0,0,1,854,3704415,3705268,0.0,1578,854,L02-3,1,False
tsf,100.0,851,0,0,1,851,800993,801843,0.0,1572,851,L02-3,1,False
ispE,100.0,851,0,0,1,851,1699152,1700002,0.0,1572,851,L02-3,1,False
prmC,100.0,833,0,0,1,833,1703219,1704051,0.0,1539,833,L02-3,1,False
ftsQ,100.0,830,0,0,1,830,719205,720034,0.0,1533,830,L02-3,1,False
nadE,100.0,827,0,0,1,827,2135738,2136564,0.0,1528,827,L02-3,1,False
dapD,100.0,824,0,0,1,824,795259,796082,0.0,1522,824,L02-3,1,False
dapB,100.0,821,0,0,1,821,644425,645245,0.0,1517,821,L02-3,1,False
rplB,100.0,821,0,0,1,821,3571763,3572583,0.0,1517,821,L02-3,1,False
suhB,100.0,803,0,0,1,803,2850053,2850855,0.0,1483,803,L02-3,1,False
map,100.0,794,0,0,1,794,798848,799641,0.0,1467,794,L02-3,1,False
lpxA,100.0,788,0,0,1,788,812696,813483,0.0,1456,788,L02-3,1,False
fabI,100.0,788,0,0,1,788,1786181,1786968,0.0,1456,788,L02-3,1,False
trmD,100.0,767,0,0,1,767,2934283,2935049,0.0,1417,767,L02-3,1,False
ispU,100.0,761,0,0,1,761,805039,805799,0.0,1406,761,L02-3,1,False
kdsB,100.0,746,0,0,1,746,1459085,1459830,0.0,1378,746,L02-3,1,False
hda,100.0,746,0,0,1,746,2804686,2805431,0.0,1378,746,L02-3,1,False
hemD,100.0,740,0,0,1,740,63343,64082,0.0,1367,740,L02-3,1,False
dnaC,100.0,737,0,0,1,737,579817,580553,0.0,1362,737,L02-3,1,False
yfiO,100.0,737,0,0,1,737,2925857,2926593,0.0,1362,737,L02-3,1,False
plsC,100.0,737,0,0,1,737,3290168,3290904,0.0,1362,737,L02-3,1,False
fabG,100.0,734,0,0,1,734,1610638,1611371,0.0,1356,734,L02-3,1,False
rpsB,100.0,725,0,0,1,725,800010,800734,0.0,1339,725,L02-3,1,False
yhbG,100.0,725,0,0,1,725,3467546,3468270,0.0,1339,725,L02-3,1,False
pyrH,100.0,725,0,0,1,725,801991,802715,0.0,1339,725,L02-3,1,False
lpxH,100.0,722,0,0,1,722,1074946,1075667,0.0,1334,722,L02-3,1,False
ispD,100.0,710,0,0,1,710,3026398,3027107,0.0,1312,710,L02-3,1,False
lolD,100.0,701,0,0,1,701,1636587,1637287,0.0,1295,701,L02-3,1,False
rpsC,100.0,701,0,0,1,701,3570402,3571102,0.0,1295,701,L02-3,1,False
yeaZ,100.0,695,0,0,1,695,2202414,2203108,0.0,1284,695,L02-3,1,False
mukE,100.0,677,0,0,1,677,1463883,1464559,0.0,1251,677,L02-3,1,False
folE,100.0,668,0,0,1,668,2455018,2455685,0.0,1234,668,L02-3,1,False
ftsE,100.0,668,0,0,1,668,3706565,3707232,0.0,1234,668,L02-3,1,False
can,100.0,662,0,0,1,662,758058,758719,0.0,1223,662,L02-3,1,False
ribB,100.0,653,0,0,1,653,3311237,3311889,0.0,1206,653,L02-3,1,False
adk,100.0,644,0,0,1,644,1026192,1026835,0.0,1190,644,L02-3,1,False
ribC,100.0,641,0,0,1,641,2055883,2056523,0.0,1184,641,L02-3,1,False
nadD,100.0,641,0,0,1,641,1164717,1165357,0.0,1184,641,L02-3,1,False
tmk,100.0,641,0,0,1,641,1615092,1615732,0.0,1184,641,L02-3,1,False
rplC,100.0,629,0,0,1,629,3573517,3574145,0.0,1162,629,L02-3,1,False
lolB,100.0,623,0,0,1,623,1700003,1700625,0.0,1151,623,L02-3,1,False
gmk,100.0,623,0,0,1,623,3919428,3920050,0.0,1151,623,L02-3,1,False
rpsD,100.0,620,0,0,1,620,3562275,3562894,0.0,1146,620,L02-3,1,False
coaE,100.0,620,0,0,1,620,728649,729268,0.0,1146,620,L02-3,1,False
lolA,100.0,614,0,0,1,614,1425602,1426215,0.0,1134,614,L02-3,1,False
lexA,100.0,608,0,0,1,608,331370,331977,0.0,1123,608,L02-3,1,False
rplD,100.0,605,0,0,1,605,3572901,3573505,0.0,1118,605,L02-3,1,False
yihA,100.0,596,0,0,1,596,124388,124983,0.0,1101,596,L02-3,1,False
grpE,100.0,593,0,0,1,593,2939826,2940418,0.0,1096,593,L02-3,1,False
ribA,100.0,590,0,0,1,590,1774501,1775090,0.0,1090,590,L02-3,1,False
pth,100.0,584,0,0,1,584,1695055,1695638,0.0,1079,584,L02-3,1,False
rlpB,100.0,581,0,0,1,581,1166391,1166971,0.0,1074,581,L02-3,1,False
yrbK,100.0,575,0,0,1,575,3466438,3467012,0.0,1062,575,L02-3,1,False
yrdC,100.0,572,0,0,1,572,3552063,3552634,0.0,1057,572,L02-3,1,False
kdsC,100.0,566,0,0,1,566,3465875,3466440,0.0,1046,566,L02-3,1,False
efp,100.0,566,0,0,1,566,449841,450406,0.0,1046,566,L02-3,1,False
yhbN,100.0,557,0,0,1,557,3466982,3467538,0.0,1029,557,L02-3,1,False
frr,100.0,557,0,0,1,557,803008,803564,0.0,1029,557,L02-3,1,False
pgsA,100.0,548,0,0,1,548,2287343,2287890,0.0,1013,548,L02-3,1,False
nusG,100.0,545,0,0,1,545,251998,252542,0.0,1007,545,L02-3,1,False
hemG,100.0,545,0,0,1,545,108863,109407,0.0,1007,545,L02-3,1,False
orn,100.0,545,0,0,1,545,465746,466290,0.0,1007,545,L02-3,1,False
infC,100.0,542,0,0,1,542,2113378,2113919,0.0,1002,542,L02-3,1,False
rplE,100.0,539,0,0,1,539,3568119,3568657,0.0,996,539,L02-3,1,False
rpsG,100.0,539,0,0,1,539,3578836,3579374,0.0,996,539,L02-3,1,False
dnaT,100.0,539,0,0,1,539,580557,581095,0.0,996,539,L02-3,1,False
ssb,100.0,536,0,0,1,536,348380,348915,0.0,990,536,L02-3,1,False
rplF,100.0,533,0,0,1,533,3566827,3567359,0.0,985,533,L02-3,1,False
fldA,100.0,530,0,0,1,530,1204537,1205066,0.0,979,530,L02-3,1,False
ppa,100.0,530,0,0,1,530,523262,523791,0.0,979,530,L02-3,1,False
fabA,100.0,518,0,0,1,518,1504183,1504700,0.0,957,518,L02-3,1,False
secM,100.0,512,0,0,1,512,723755,724266,0.0,946,512,L02-3,1,False
def,100.0,509,0,0,1,509,3554910,3555418,0.0,941,509,L02-3,1,False
rpsE,100.0,503,0,0,1,503,3565946,3566448,0.0,929,503,L02-3,1,False
rplJ,100.0,497,0,0,1,497,254251,254747,0.0,918,497,L02-3,1,False
lspA,100.0,494,0,0,1,494,641258,641751,0.0,913,494,L02-3,1,False
mreD,100.0,488,0,0,1,488,3519609,3520096,0.0,902,488,L02-3,1,False
folA,100.0,479,0,0,1,479,665874,666352,0.0,885,479,L02-3,1,False
ispF,100.0,479,0,0,1,479,3025919,3026397,0.0,885,479,L02-3,1,False
coaD,100.0,479,0,0,1,479,3907907,3908385,0.0,885,479,L02-3,1,False
folK,100.0,479,0,0,1,479,773303,773781,0.0,885,479,L02-3,1,False
accB,100.0,470,0,0,1,470,3526658,3527127,0.0,869,470,L02-3,1,False
