,line,gen_id,prime_end,distance,initial_weight,factor,normalized_weight,cumulative_weight
965,L05-1,1,distance_5_prime,15777,15777,8,0.11133467353172856,66.10259769446309
1034,L05-2,2,distance_5_prime,15777,15777,12,0.10484612334499249,66.20744381780808
1079,L05-3,1,distance_5_prime,15777,15777,8,0.11125851632392751,66.31870233413201
1015,L05-2,1,distance_5_prime,15777,15777,8,0.11125851632392751,66.42996085045594
1130,L05-4,1,distance_5_prime,15777,15777,8,0.11133467353172856,66.54129552398767
3281,L04-4,2,distance_3_prime,15805,15805,12,0.09997048219443799,66.64126600618211
547,L03-2,2,distance_5_prime,15825,15825,12,0.12018743924173687,66.76145344542384
2597,L02-1,2,distance_3_prime,15833,15833,12,0.1281373229391544,66.88959076836299
1382,L06-4,2,distance_5_prime,15862,15862,12,0.11848528271162133,67.00807605107461
370,L02-3,2,distance_5_prime,15884,15884,12,0.11835815686951467,67.12643420794413
242,L02-1,2,distance_5_prime,15893,15893,12,0.1286229061752025,67.25505711411934
3407,L05-2,2,distance_3_prime,15912,15912,12,0.10574326644263934,67.36080038056198
3450,L05-3,1,distance_3_prime,15912,15912,8,0.11221052872829654,67.47301090929028
3386,L05-2,1,distance_3_prime,15912,15912,8,0.11221052872829654,67.58522143801858
3336,L05-1,1,distance_3_prime,15912,15912,8,0.11228733759503486,67.69750877561361
3501,L05-4,1,distance_3_prime,15912,15912,8,0.11228733759503486,67.80979611320865
3354,L05-1,2,distance_3_prime,15913,15913,12,0.10512888412733105,67.91492499733597
3467,L05-3,2,distance_3_prime,15915,15915,12,0.13465160008940108,68.04957659742537
3521,L05-4,2,distance_3_prime,15919,15919,12,0.08896315369601696,68.13853975112139
1683,L08-2,2,distance_5_prime,15956,15956,12,0.16150260719352613,68.30004235831491
1488,L07-2,2,distance_5_prime,15957,15957,12,0.13601773563756447,68.43606009395248
1536,L07-3,2,distance_5_prime,15957,15957,12,0.15418086483770604,68.59024095879019
1585,L07-4,2,distance_5_prime,15958,15958,12,0.14429973980291935,68.73454069859311
1570,L07-4,1,distance_5_prime,15958,15958,8,0.10706258847524035,68.84160328706835
1638,L08-1,2,distance_5_prime,15958,15958,12,0.1962173826616035,69.03782066972995
1423,L07-1,1,distance_5_prime,15958,15958,8,0.10823376607962046,69.14605443580957
1668,L08-2,1,distance_5_prime,15958,15958,8,0.1032648831936532,69.24931931900323
1623,L08-1,1,distance_5_prime,15958,15958,8,0.1032648831936532,69.3525842021969
1737,L08-3,2,distance_5_prime,15958,15958,12,0.16203400500581305,69.5146182072027
1768,L08-4,1,distance_5_prime,15958,15958,8,0.1032648831936532,69.61788309039636
1520,L07-3,1,distance_5_prime,15958,15958,8,0.10823376607962046,69.72611685647598
1472,L07-2,1,distance_5_prime,15958,15958,8,0.10823376607962046,69.8343506225556
1722,L08-3,1,distance_5_prime,15958,15958,8,0.1032648831936532,69.93761550574926
606,L03-3,2,distance_5_prime,15985,15985,12,0.13335604367337434,70.07097154942264
181,L01-4,2,distance_5_prime,16093,16093,12,0.1608114015913264,70.23178295101397
414,L02-4,1,distance_5_prime,16155,16155,8,0.1464135809811885,70.37819653199516
211,L02-1,1,distance_5_prime,16155,16155,8,0.1464135809811885,70.52461011297635
278,L02-2,1,distance_5_prime,16155,16155,8,0.1464135809811885,70.67102369395754
347,L02-3,1,distance_5_prime,16155,16155,8,0.1464135809811885,70.81743727493873
435,L02-4,2,distance_5_prime,16156,16156,12,0.13489656899922767,70.95233384393795
231,L02-1,2,distance_5_prime,16158,16158,12,0.13076756546774818,71.0831014094057
367,L02-3,2,distance_5_prime,16158,16158,12,0.12039984252692132,71.20350125193262
298,L02-2,2,distance_5_prime,16158,16158,12,0.10368293222878519,71.3071841841614
923,L04-4,2,distance_5_prime,16172,16172,12,0.10229184676042083,71.40947603092182
130,L01-3,2,distance_5_prime,16223,16223,12,0.11015640516525782,71.51963243608708
781,L04-2,2,distance_5_prime,16263,16263,12,0.1429479704429456,71.66258040653003
2031,L10-2,2,distance_5_prime,16327,16327,12,0.09313623891676666,71.7557166454468
4389,L10-2,1,distance_3_prime,16384,16384,8,0.13079262694883728,71.88650927239563
4362,L10-1,2,distance_3_prime,16384,16384,12,0.16482303203355345,72.05133230442918
4350,L10-1,1,distance_3_prime,16384,16384,8,0.13079262694883728,72.18212493137801
4442,L10-3,1,distance_3_prime,16384,16384,8,0.13079262694883728,72.31291755832684
4487,L10-4,1,distance_3_prime,16384,16384,8,0.13079262694883728,72.44371018527568
4456,L10-3,2,distance_3_prime,16384,16384,12,0.1398388717752484,72.58354905705093
4501,L10-4,2,distance_3_prime,16385,16385,12,0.157984686846903,72.74153374389783
4407,L10-2,2,distance_3_prime,16385,16385,12,0.09346709589338038,72.8350008397912
664,L03-4,2,distance_5_prime,16418,16418,12,0.12384556392300825,72.95884640371422
507,L03-1,2,distance_5_prime,16420,16420,12,0.16126629727539837,73.12011270098962
587,L03-3,1,distance_5_prime,16421,16421,8,0.1657744968136791,73.2858871978033
494,L03-1,1,distance_5_prime,16421,16421,8,0.1657744968136791,73.45166169461699
552,L03-2,2,distance_5_prime,16421,16421,12,0.12471392984445884,73.57637562446145
535,L03-2,1,distance_5_prime,16421,16421,8,0.1657744968136791,73.74215012127513
643,L03-4,1,distance_5_prime,16421,16421,8,0.1657744968136791,73.90792461808881
549,L03-2,2,distance_5_prime,16565,16565,12,0.12580757858068697,74.0337321966695
659,L03-4,2,distance_5_prime,16565,16565,12,0.12495442601928566,74.15868662268879
505,L03-1,2,distance_5_prime,16566,16566,12,0.16270021197711632,74.3213868346659
641,L03-4,1,distance_5_prime,16566,16566,8,0.16723831156539845,74.4886251462313
533,L03-2,1,distance_5_prime,16566,16566,8,0.16723831156539845,74.6558634577967
585,L03-3,1,distance_5_prime,16566,16566,8,0.16723831156539845,74.8231017693621
492,L03-1,1,distance_5_prime,16566,16566,8,0.16723831156539845,74.9903400809275
601,L03-3,2,distance_5_prime,16566,16566,12,0.13820307910498086,75.12854316003248
1322,L06-3,2,distance_5_prime,16574,16574,12,0.1322943377400848,75.26083749777257
3026,L03-4,2,distance_3_prime,16579,16579,12,0.12506003193321683,75.38589752970579
2039,L10-2,2,distance_5_prime,16658,16658,12,0.09502440545571744,75.4809219351615
1038,L05-2,2,distance_5_prime,16666,16666,12,0.11075397678060753,75.59167591194212
985,L05-1,2,distance_5_prime,16667,16667,12,0.11011016852574791,75.70178608046787
1132,L05-4,1,distance_5_prime,16667,16667,8,0.11761519957871078,75.81940128004658
1017,L05-2,1,distance_5_prime,16667,16667,8,0.11753474624902706,75.9369360262956
967,L05-1,1,distance_5_prime,16667,16667,8,0.11761519957871078,76.0545512258743
1081,L05-3,1,distance_5_prime,16667,16667,8,0.11753474624902706,76.17208597212333
1098,L05-3,2,distance_5_prime,16667,16667,12,0.14101402567955063,76.31309999780288
3507,L05-4,2,distance_3_prime,16905,16905,12,0.09447340368309357,76.40757340148598
2744,L02-3,2,distance_3_prime,16921,16921,12,0.126085266456123,76.5336586679421
2872,L03-1,2,distance_3_prime,16973,16973,12,0.1666974947414943,76.7003561626836
2908,L03-2,2,distance_3_prime,17138,17138,12,0.13015938917692804,76.83051555186053
2447,L01-2,2,distance_3_prime,17180,17180,12,0.20113072619157957,77.03164627805211
3563,L06-1,2,distance_3_prime,17217,17217,12,0.16798589140971257,77.19963216946182
3701,L06-3,2,distance_3_prime,17220,17220,12,0.13745073584435022,77.33708290530618
359,L02-3,2,distance_5_prime,17276,17276,12,0.12873051612174108,77.46581342142791
3637,L06-2,2,distance_3_prime,17285,17285,12,0.10567045104297479,77.57148387247088
2489,L01-3,2,distance_3_prime,17285,17285,12,0.1173675314850201,77.6888514039559
4500,L10-4,2,distance_3_prime,17319,17319,12,0.1669903443089114,77.85584174826481
4244,L09-2,2,distance_3_prime,17356,17356,12,0.25372568845898485,78.1095674367238
178,L01-4,2,distance_5_prime,17414,17414,12,0.17401166639603294,78.28357910311982
2721,L02-3,1,distance_3_prime,17430,17430,8,0.15796897038081806,78.44154807350064
2652,L02-2,1,distance_3_prime,17430,17430,8,0.15796897038081806,78.59951704388146
2585,L02-1,1,distance_3_prime,17430,17430,8,0.15796897038081806,78.75748601426228
2788,L02-4,1,distance_3_prime,17430,17430,8,0.15796897038081806,78.9154549846431
2674,L02-2,2,distance_3_prime,17431,17431,12,0.11185154051738797,79.0273065251605
2544,L01-4,2,distance_3_prime,17466,17466,12,0.17453128317865574,79.20183780833915
3814,L07-1,2,distance_3_prime,17506,17506,12,0.16053726397647483,79.36237507231563
2974,L03-3,2,distance_3_prime,17514,17514,12,0.14611183915517534,79.50848691147081
3561,L06-1,1,distance_3_prime,17673,17673,8,0.19310348595334126,79.70159039742416
3681,L06-3,1,distance_3_prime,17673,17673,8,0.19310348595334126,79.8946938833775
3737,L06-4,1,distance_3_prime,17673,17673,8,0.19310348595334126,80.08779736933084
3616,L06-2,1,distance_3_prime,17673,17673,8,0.19310348595334126,80.28090085528419
446,L02-4,2,distance_5_prime,17740,17740,12,0.14812237769536385,80.42902323297955
239,L02-1,2,distance_5_prime,17759,17759,12,0.1437245448162978,80.57274777779584
354,L02-3,1,distance_5_prime,17760,17760,8,0.16095977704895748,80.7337075548448
307,L02-2,2,distance_5_prime,17760,17760,12,0.11396267337437958,80.84767022821917
218,L02-1,1,distance_5_prime,17760,17760,8,0.16095977704895748,81.00863000526813
421,L02-4,1,distance_5_prime,17760,17760,8,0.16095977704895748,81.16958978231709
378,L02-3,2,distance_5_prime,17760,17760,12,0.13233699735599222,81.30192677967308
285,L02-2,1,distance_5_prime,17760,17760,8,0.16095977704895748,81.46288655672204
1778,L08-4,2,distance_5_prime,17783,17783,12,0.16738910460054124,81.63027566132259
1579,L07-4,2,distance_5_prime,17788,17788,12,0.16084746030920727,81.7911231216318
3509,L05-4,2,distance_3_prime,17979,17979,12,0.10047544068727235,81.89159856231907
2448,L01-2,2,distance_3_prime,18000,18000,12,0.2107306793625397,82.10232924168162
128,L01-3,2,distance_5_prime,18019,18019,12,0.1223514926137447,82.22468073429536
3400,L05-2,2,distance_3_prime,18090,18090,12,0.1202171750846748,82.34489790938004
1634,L08-1,2,distance_5_prime,18099,18099,12,0.22254282546637186,82.56744073484641
3216,L04-3,2,distance_3_prime,18119,18119,12,0.06485441700434444,82.63229515185076
3618,L06-2,2,distance_3_prime,18133,18133,12,0.1108546305329628,82.74314978238372
3342,L05-1,2,distance_3_prime,18169,18169,12,0.12003309845468975,82.86318288083841
381,L02-3,2,distance_5_prime,18290,18290,12,0.1362862433356474,82.99946912417406
449,L02-4,2,distance_5_prime,18291,18291,12,0.15272302200822438,83.15219214618227
357,L02-3,1,distance_5_prime,18294,18294,8,0.1657994460210376,83.31799159220331
288,L02-2,1,distance_5_prime,18294,18294,8,0.1657994460210376,83.48379103822435
221,L02-1,1,distance_5_prime,18294,18294,8,0.1657994460210376,83.6495904842454
424,L02-4,1,distance_5_prime,18294,18294,8,0.1657994460210376,83.81538993026643
599,L03-3,2,distance_5_prime,18380,18380,12,0.1533365081461758,83.96872643841262
970,L05-1,2,distance_5_prime,18402,18402,12,0.12157240782449232,84.0902988462371
1085,L05-3,2,distance_5_prime,18403,18403,12,0.1557017528397894,84.2460005990769
1021,L05-2,2,distance_5_prime,18404,18404,12,0.12230386347475705,84.36830446255165
959,L05-1,1,distance_5_prime,18405,18405,8,0.12987986729742437,84.49818432984907
1073,L05-3,1,distance_5_prime,18405,18405,8,0.12979102446231133,84.62797535431137
1124,L05-4,1,distance_5_prime,18405,18405,8,0.12987986729742437,84.75785522160879
1009,L05-2,1,distance_5_prime,18405,18405,8,0.12979102446231133,84.8876462460711
969,L05-1,2,distance_5_prime,18416,18416,12,0.1216648985162401,85.00931114458734
1987,L10-1,2,distance_5_prime,18447,18447,12,0.18557681103045412,85.1948879556178
3202,L04-3,2,distance_3_prime,18461,18461,12,0.06607855799531998,85.26096651361313
4604,L11-2,2,distance_3_prime,18569,18569,12,0.15397350993377484,85.4149400235469
1433,L07-1,2,distance_5_prime,18630,18630,12,0.17084480908726873,85.58578483263418
1515,L07-3,1,distance_5_prime,18632,18632,8,0.1263699416966718,85.71215477433084
1481,L07-2,2,distance_5_prime,18632,18632,12,0.1588194805037978,85.87097425483464
1467,L07-2,1,distance_5_prime,18632,18632,8,0.1263699416966718,85.9973441965313
1529,L07-3,2,distance_5_prime,18632,18632,12,0.1800274408507952,86.1773716373821
1418,L07-1,1,distance_5_prime,18632,18632,8,0.1263699416966718,86.30374157907876
4008,L08-1,2,distance_3_prime,18782,18782,12,0.23094089993421713,86.53468247901297
3890,L07-3,1,distance_3_prime,18783,18783,8,0.12739408624348358,86.66207656525646
3955,L07-4,2,distance_3_prime,18783,18783,12,0.16984471818011243,86.83192128343657
3940,L07-4,1,distance_3_prime,18783,18783,8,0.1260155783513247,86.9579368617879
4038,L08-2,1,distance_3_prime,18783,18783,8,0.12154557595102068,87.07948243773892
3993,L08-1,1,distance_3_prime,18783,18783,8,0.12154557595102068,87.20102801368994
3842,L07-2,1,distance_3_prime,18783,18783,8,0.12739408624348358,87.32842209993342
3793,L07-1,1,distance_3_prime,18783,18783,8,0.12739408624348358,87.4558161861769
4153,L08-4,2,distance_3_prime,18783,18783,12,0.17680197670314154,87.63261816288005
4138,L08-4,1,distance_3_prime,18783,18783,8,0.12154557595102068,87.75416373883107
4092,L08-3,1,distance_3_prime,18783,18783,8,0.12154557595102068,87.87570931478209
4107,L08-3,2,distance_3_prime,18783,18783,12,0.19071843063192045,88.066427745414
3906,L07-3,2,distance_3_prime,18784,18784,12,0.18149610610462308,88.24792385151862
3858,L07-2,2,distance_3_prime,18784,18784,12,0.16011513105320618,88.40803898257182
4053,L08-2,2,distance_3_prime,18784,18784,12,0.1901269098472797,88.5981658924191
3809,L07-1,2,distance_3_prime,18784,18784,12,0.17225705281241308,88.77042294523152
2802,L02-4,2,distance_3_prime,18785,18785,12,0.15684773759906484,88.92727068283058
2814,L02-4,2,distance_3_prime,18862,18862,12,0.157490658855127,89.0847613416857
3797,L07-1,1,distance_3_prime,18931,18931,8,0.1283978835476435,89.21315922523335
3846,L07-2,1,distance_3_prime,18931,18931,8,0.1283978835476435,89.341557108781
4096,L08-3,1,distance_3_prime,18931,18931,8,0.12250329012025622,89.46406039890125
3944,L07-4,1,distance_3_prime,18931,18931,8,0.12700851375014258,89.5910689126514
3997,L08-1,1,distance_3_prime,18931,18931,8,0.12250329012025622,89.71357220277164
4012,L08-1,2,distance_3_prime,18931,18931,12,0.23277298352969145,89.94634518630133
4142,L08-4,1,distance_3_prime,18931,18931,8,0.12250329012025622,90.06884847642158
3894,L07-3,1,distance_3_prime,18931,18931,8,0.1283978835476435,90.19724635996923
4042,L08-2,1,distance_3_prime,18931,18931,8,0.12250329012025622,90.31974965008948
3960,L07-4,2,distance_3_prime,18931,18931,12,0.17118300377297072,90.49093265386244
3862,L07-2,2,distance_3_prime,18932,18932,12,0.16137668553552492,90.65230933939797
4157,L08-4,2,distance_3_prime,18932,18932,12,0.17820449464642898,90.8305138340444
3910,L07-3,2,distance_3_prime,18932,18932,12,0.1829261222728239,91.01343995631721
4057,L08-2,2,distance_3_prime,18932,18932,12,0.19162492851515645,91.20506488483237
3813,L07-1,2,distance_3_prime,18932,18932,12,0.1736142740547596,91.37867915888712
4111,L08-3,2,distance_3_prime,18933,18933,12,0.19224149747932437,91.57092065636645
541,L03-2,2,distance_5_prime,18948,18948,12,0.14390594620868438,91.71482660257514
4692,L11-4,2,distance_3_prime,19161,19161,12,0.13742979295159188,91.85225639552674
3698,L06-3,2,distance_3_prime,19310,19310,12,0.1541332002993265,92.00638959582606
2811,L02-4,2,distance_3_prime,19406,19406,12,0.1620328557810728,92.16842245160714
3641,L06-2,2,distance_3_prime,19588,19588,12,0.11974965548335495,92.2881721070905
4599,L11-2,2,distance_3_prime,19636,19636,12,0.16282103726962155,92.45099314436013
2443,L01-2,2,distance_3_prime,19802,19802,12,0.23182716181872282,92.68282030617885
1260,L06-2,2,distance_5_prime,19948,19948,12,0.1219504863989159,92.80477079257777
1189,L06-1,1,distance_5_prime,19953,19953,8,0.2180158351851422,93.02278662776291
1309,L06-3,1,distance_5_prime,19953,19953,8,0.2180158351851422,93.24080246294805
1244,L06-2,1,distance_5_prime,19953,19953,8,0.2180158351851422,93.4588182981332
1365,L06-4,1,distance_5_prime,19953,19953,8,0.2180158351851422,93.67683413331834
1378,L06-4,2,distance_5_prime,19954,19954,12,0.1490515276275181,93.82588566094586
1204,L06-1,2,distance_5_prime,19954,19954,12,0.19469074038388828,94.02057640132975
2178,L11-1,2,distance_5_prime,19996,19996,12,0.21336709950319982,94.23394350083295
2681,L02-2,2,distance_3_prime,20021,20021,12,0.12847109705115167,94.3624145978841
1732,L08-3,2,distance_5_prime,20072,20072,12,0.20380665174061158,94.5662212496247
1663,L08-2,1,distance_5_prime,20073,20073,8,0.1298932197234115,94.69611446934812
1717,L08-3,1,distance_5_prime,20073,20073,8,0.1298932197234115,94.82600768907153
1565,L07-4,1,distance_5_prime,20073,20073,8,0.13467021797615614,94.96067790704768
1618,L08-1,1,distance_5_prime,20073,20073,8,0.1298932197234115,95.0905711267711
1763,L08-4,1,distance_5_prime,20073,20073,8,0.1298932197234115,95.22046434649451
1678,L08-2,2,distance_5_prime,20074,20074,12,0.2031839644524219,95.42364831094693
443,L02-4,2,distance_5_prime,20121,20121,12,0.1680028388730787,95.59165114982001
3518,L05-4,2,distance_3_prime,20123,20123,12,0.11245716074030711,95.70410831056031
4606,L11-2,2,distance_3_prime,20135,20135,12,0.16695872812303064,95.87106703868335
4108,L08-3,2,distance_3_prime,20214,20214,12,0.20524848835615395,96.0763155270395
909,L04-4,2,distance_5_prime,20389,20389,12,0.128965400915052,96.20528092795455
1440,L07-1,2,distance_5_prime,20416,20416,12,0.1872231681334234,96.39250409608798
591,L03-3,2,distance_5_prime,20418,20418,12,0.17033867373931544,96.56284276982728
648,L03-4,2,distance_5_prime,20418,20418,12,0.15401868218905973,96.71686145201635
581,L03-3,1,distance_5_prime,20418,20418,8,0.20612530759038425,96.92298675960673
497,L03-1,2,distance_5_prime,20418,20418,12,0.20053198890189305,97.12351874850862
488,L03-1,1,distance_5_prime,20418,20418,8,0.20612530759038425,97.329644056099
529,L03-2,1,distance_5_prime,20418,20418,8,0.20612530759038425,97.53576936368938
637,L03-4,1,distance_5_prime,20418,20418,8,0.20612530759038425,97.74189467127977
543,L03-2,2,distance_5_prime,20419,20419,12,0.1550778718405703,97.89697254312034
3204,L04-3,2,distance_3_prime,20474,20474,12,0.07328380891588654,97.97025635203623
3068,L04-1,1,distance_3_prime,20474,20474,8,0.1742736911544866,98.14453004319071
3128,L04-2,1,distance_3_prime,20474,20474,8,0.1742736911544866,98.3188037343452
3259,L04-4,1,distance_3_prime,20474,20474,8,0.1742736911544866,98.49307742549968
